,file_name,domain,label
11381,4938807C70611BC551AD3A8C216540BE_,1,dice
11382,2DE2022ED84F8FD666E4809AD29A8539_,1,linkedin
11383,159F48A4D73C2FB727ECD5631861A14E_,1,linkedin
11384,C422D1FC73552240F9C38E6203039F0A_,1,cryptocurrencyjobs
11385,EE71B73EE1B79BE8AC405A0467181F9E_,0,google
11386,6D6069E0646A894A703E15EE63B7AB84_no_good,0,simplyhired
11387,9F2667179710D5F82F11F0EB0FBD71B4_,1,linkedin
11388,EBFCAEBC135761ABB0F0DB93E6822345_,1,linkedin
11389,6AB90507F920610D23BA33736DDBBCC6_,1,crypto
11390,1C561CF25C503B207D9336C9D8F9C858_,1,linkedin
11391,D338605909457416E46EAFD78110CD11_no_good,0,simplyhired
11392,7487832EA453879C6B5774DF28F1FA30_,0,google
11393,2E2355984129E7F57730827042D7C376_,1,linkedin
11394,A4E6899B732E89DF4CA459EE3BFE32E5_,0,google
11395,8F4D922FF8EA0980FCCACFDF29CEF27B_,1,linkedin
11396,E40790F214BD42E309931BF541F1E446_,1,linkedin
11397,CE8F2CD763A327B551A4523EC03627B5_,1,linkedin
11398,520ECB1EC305C2715D048EDB8E41B189_,1,linkedin
11399,BEE9178DCC23C215FBEEA486EAA05692_,0,google
11400,0276AD6CE86D3E010FD5C89164E929BC_,0,google
11401,B54991EB50FA428405EC248AEDC3DFF9_,0,google
11402,6F8F0F38BEE02835D472CE8D10795224_,0,google
11403,E9CE0CAAB684D03968EA7A1E6D7C7502_,1,linkedin
11404,D513E14816E2B2F4A8F5B8E40BC13C69_no_good,1,linkedin
11405,F551FDEB0C0253E0DA5A2C1F9ACFB09F_,1,linkedin
11406,97F5D304590D7AA985EAF26F92E19076_no_good,1,simplyhired
11407,06D1CBA675D73346F6657A955EA70A73_,0,simplyhired
11408,524A1F0C3323F7A8DEBC55C59BA8301D_,0,google
11409,F54A930EF5B87B5085263F203D0519F6_,1,linkedin
11410,2EFEFE33555B60163ACF7D67949DAA1F_,1,linkedin
11411,F99B0B4E08D7D961648611E69503AFF0_,0,cryptocurrencyjobs
11412,81B7A985F9E337D40DDD22DD01D4B6C7_,1,linkedin
11413,CC59337B05CC04B782851398C3E6A2B5_,0,google
11414,8DDF33C5123283737FEB6A0E03867EF9_,1,linkedin
11415,3CE2BF558A1CF82506C00903AB36A2FE_,1,monster
11416,97B02E8C1C2161C9BEB5963700D850E3_,0,google
11417,28EBF9E128EF77854BAC386A557A05A2_,1,linkedin
11418,571C7D91A8104CA2BD573FE5C406C633_,1,monster
11419,3D2149F78F46CE0D7EE24706CE6181B0_,1,linkedin
11420,B309D4CCEE7ED068AB90E10BF5D84532_,1,linkedin
11421,04148C11729447ACECC374BF77CB30B1_,0,google
11422,0C8C94CF12310E5D77DB01E07D89B8CE_,1,simplyhired
11423,F82BD15C8F1F5DBE2D59B7D8B82BDF51_,1,linkedin
11424,FE8DE3BD90058809E2FF431D73A55C00_,0,cryptojobslist
11425,20EE118817F62BDD531B62CDC257100E_,1,crypto
11426,7D452AD626E7C0178A32C99C8453E7BF_,1,cryptocurrencyjobs
11427,AC8A967A600BBF58DCC9A214EED85A75_no_good,1,simplyhired
11428,D53C7D9836D72AF8D0287F5F14826AC7_,1,linkedin
11429,AE8DC8D7CD1BCB565DED8246B950F8A2_,1,linkedin
11430,133325A476D5916488B08232500B5D47_no_good,0,simplyhired
11431,C26D9486D80E748912597E43B7B931CC_,1,linkedin
11432,8E41F0F174DEF27323952174A09EFA94_no_good,0,simplyhired
11433,50C9D4AFDAAC0026072E749C4FEE150D_no_good,0,simplyhired
11434,8C06AB4F05FB00252A121ACB2AA1E421_,1,crypto
11435,4FC14D6DB3D9830B74CBBB6E0A564716_no_good,0,simplyhired
11436,A593B60368B9919B54792B79E6B8FF38_,0,glassdoor
11437,730974C6AD5FDEDF00AD37DD8CF586B8_,0,simplyhired
11438,5FD4FCF0FA0E0454EF6537536F50F621_,1,monster
11439,7EEC1F5D1CA8417A000C418BFE470B59_,1,linkedin
11440,517C69B8544D9CB977E6C4FD4406DDC9_,0,crypto
11441,3AF5BF734EB7DB10B7BE2BE93CB8200E_,1,linkedin
11442,EBB1A8A1F76E0A0414B7A13A5A9A0BBA_,1,linkedin
11443,AB336CF85FA5E03CA3FE5FDA806BF686_,1,linkedin
11444,2F913EE4DE807BC5C717C06163E2FDFC_no_good,1,simplyhired
11445,9816CF6B750234935E92FFB52043D5D3_,1,linkedin
11446,63F8AD0F45499068F1A379EB3B479BFA_,1,linkedin
11447,F92B37DFA3928FBA5AEC4DFD8F99711B_,1,linkedin
11448,CC0147CB653A6F1805F158FF12C4FAB4_,1,linkedin
11449,8D33081BBBC223DB4B3878E7000521E4_,1,linkedin
11450,97F9454AB3D58533C0E33F077EEB1417_,1,linkedin
11451,AEBC2C47AB71C3732D04A24CE7B05B41_no_good,1,simplyhired
11452,D7116D55E62DC9E172411F1FEE604F9E_,0,simplyhired
11453,A4130A55CD38A88E86E94CD9BC785A6D_,1,linkedin
11454,7CD1ECD629410DE756757DDE93DDB26A_,1,linkedin
11455,9781BF07FEC0A143850813A700B4BE8F_,1,monster
11456,3B2A1A2A71A27347679525B1B6102D28_,1,linkedin
11457,4260C100CB56CB3C27BE586582BD7DCE_,1,linkedin
11458,1409307F01BCA410461683DA308726FE_,1,linkedin
11459,463030C391A0587E0174A55693DC5230_,1,crypto
11460,98C745C55B641929ECBA683ECF6B3E2D_no_good,0,simplyhired
11461,209DFB7EA636858D68C8EE514A97AC3D_,1,linkedin
11462,07D81ED9DD55C7BE6FDE198EFBB73D84_,1,linkedin
11463,B0FD572D7B275AEC85103DAF3EE683F2_,1,linkedin
11464,CF97F9364AB07E893F6E9FA9F1EF4BAE_,1,linkedin
11465,38069B830C156A5F931C7564C7E5A0BF_,1,monster
11466,5B0E2BACED1EA77A51E9FCF242988D7B_,1,simplyhired
11467,F70ADD6F17C1E372206A46A1069D67C2_,1,linkedin
11468,D23FD39331CA985F084CDF7380D45B0D_,1,linkedin
11469,37F3B254CFFD0AB84F0661E7EE84699A_,1,linkedin
11470,6F963A3FE3EA09B5D8CCF25A552747C6_,0,simplyhired
11471,EB783F802F01187E83627E8BB884FCDB_,0,google
11472,18151CED4DE8C4B02D32CF262F28ADD4_no_good,0,simplyhired
11473,EF81E4793E4B38600C1B1A9E3E83B302_,0,simplyhired
11474,E9C0F75FAAC1938FA2F26E587E93D29A_,0,glassdoor
11475,E80344ABFFC2BF7A692550B910469711_,0,google
11476,F05DD7D882AF469D3C008B40CE1F7B97_,1,linkedin
11477,560ABEEAAAFDA1E3E9F59C22A2B3C57C_,1,linkedin
11478,D29D804066853F32C53E6D89F81ABC79_,1,cryptocurrencyjobs
11479,1682396531E39AB0EBA36256B513B2AE_,0,cryptocurrencyjobs
11480,509D0A603A17577CD6D907809083B10A_,0,simplyhired
11481,E936F8C0999B4B7615903F3DDC38BA36_,1,linkedin
11482,A9C2E1095692E5649DA8A1AED81998A8_no_good,0,simplyhired
11483,7E69D0BE7E62748D8C10A78682A30D38_,1,linkedin
11484,EF88E2E1D19C49B5C59B052C3AB551C6_no_good,1,simplyhired
11485,401DC3B6434FCDCB8F5E7ADB088D76DD_,1,linkedin
11486,DDA219848E7CD51055771A0D6408D066_,1,crypto
11487,391223D1A427D1ACE91F7104FC00A607_no_good,0,simplyhired
11488,6359E67CB4B1262010850A433B46003C_no_good,0,simplyhired
11489,7E0B782E244F550C7D7A4C3D919DBC6D_,0,simplyhired
11490,52CD43CEC122F23D9BFAAEDA786AC508_,0,monster
11491,22AC73E30B31258F8085D322BBC22323_,1,linkedin
11492,D17D42055FA3AE9B7D5911DDE4E64ABF_,1,linkedin
11493,872C98BB82806CCE566B86EB95294A7C_,1,linkedin
11494,E83401257B784A0075CB4CB53043A4B6_,1,linkedin
11495,1FF2D50EA17F4EC1549162C92DD35CAD_,1,linkedin
11496,E03055A10B8C4B9E708835F9A09D47E3_no_good,0,simplyhired
11497,D95AC8C266991534B181504557DB4C1D_,1,linkedin
11498,E52F0CAC3444BB30A57D2B35FB7D1ABA_,1,cryptocurrencyjobs
11499,E1D96F160795FD0430108FB829130353_,0,google
11500,64A08BADEB456D03B3A9B182EC0D22C6_,0,cryptojobslist
11501,3B3F73E0842DD6F0BC03E6BB12C1FFE9_no_good,1,simplyhired
11502,73017A5592A050953435CD7D9DEAD958_,1,linkedin
11503,EA89A000C2FE88F521CEAFAB966552B4_,1,linkedin
11504,CBFEFE4F4AD739480447DB6EF65879DD_,1,monster
11505,E778D18C12DBC39BD8A35BDF8C56D65B_,0,simplyhired
11506,A6C36A205E1484CCF5C08F0C04A01053_,0,google
11507,F2AF9B52EB0A1338DD102F1C4078FFDF_no_good,1,simplyhired
11508,96D75428A5E787633188C18CA1F26420_,0,simplyhired
11509,001DADF9C9E4543B80FD171BCD122FB2_no_good,1,simplyhired
11510,521C40EC9247D792B5D9BF5B664A3682_,1,linkedin
11511,DA3E5C37D301AB34D1D60524B49942B8_,1,linkedin
11512,0F04F38D4652E59FC3C187515D258EA1_,1,linkedin
11513,99691DF085CF523AA331081D5DC23637_no_good,0,simplyhired
11514,B8D15A699DA2A43AB3BA285CC384B54E_,0,google
11515,D42DF53B1AE67C60344241D6A962FCFD_,1,linkedin
11516,B06DFF4494865D7D7140A8BC5EF5A3AA_no_good,0,simplyhired
11517,5107FB1060A2B93F6904C2ECBC73E7F6_,0,simplyhired
11518,B6158884EF6ADD9E3A3EF224CF43CC23_,1,monster
11519,5A7311B11840D9151AB4C2C4B070113C_no_good,0,simplyhired
11520,5C45D78A4BBB144BDA73CA9ABA5928C4_,0,simplyhired
11521,D91006627D01D3E8FDBFF6BE351B0DC6_,0,simplyhired
11522,FAB246CB7ADB7451935B76E023DABCA5_no_good,1,simplyhired
11523,8117DEFCAE017C9683A3CA23DB896F2B_,1,linkedin
11524,FFC0AD3D954E9FDBDCA11022FF84A34B_no_good,1,simplyhired
11525,52636B1D4F499C78AF5C4D6230E6266C_no_good,0,simplyhired
11526,CD83026976119199D6EBBA81A363B145_,0,google
11527,0F6EF5A7499BE5731F8C0C49D649FE71_,0,simplyhired
11528,8784CE3A5DD20E2A98584C505DC3B120_,1,linkedin
11529,858FCD480084579975251E006ACDB68C_,0,cryptocurrencyjobs
11530,24AC6DCB18E9695C9EA13C33C362E380_,1,linkedin
11531,37D4017B283D95F5239D8FC679E173D4_,1,cryptocurrencyjobs
11532,4A70965D5DFEF518E6AC9284AA18CFCE_,0,cryptocurrencyjobs
11533,3C7917552CF506813982A031B1C571A7_,0,simplyhired
11534,9F43C262AC8580DE879A82936F2BFE07_,1,linkedin
11535,15E7CF1782A8C9B7FFDDD1C86D01042A_,1,monster
11536,A1393AC837956F90F1E0B725A288F18C_,1,monster
11537,4AA826FAA450EE6BB9E0356283C4E96B_,1,linkedin
11538,EA0D506CDB6792C42F128978B832D3D7_,0,google
11539,B1BA0026E3110BD881B8B488E21B2764_,0,google
11540,78B60AABC6BD0C4F4632AF3374A1587D_,0,google
11541,D446D71155F8A84ADCE848908D0B656D_,1,cryptocurrencyjobs
11542,975ACF35A87DF0D15B29C980033DD515_,0,google
11543,A9ACB9DA17B48198B957C3574E6D8C23_,0,google
11544,B529376BBE691DC6552B8DC4FCD26618_no_good,0,simplyhired
11545,91B63291DEBC651BC19EE136E79F4A6F_,1,linkedin
11546,EAE3A1459BD6E3AE3DCC0CCD4066F66D_,1,linkedin
11547,D20DBAD34D29F59F3E3F31590F2E05C6_,0,google
11548,7DC7765BE9E454314955DBDFEF306A93_,0,crypto
11549,FC27A73EA87DF69A51E3E2361332DF4F_no_good,1,simplyhired
11550,A8E7F26D8BE7953E5501BC3B93234D8D_,0,simplyhired
11551,9AA3FBD7D5D860061073E3177B26A3CF_,1,linkedin
11552,88232EA73AAE224B8A37D408CA3DD807_,0,google
11553,CE1147647B3BCCCA687888A315E7396F_,0,cryptocurrencyjobs
11554,1E7337E90ED54B570707FD18F60A3EDD_,1,linkedin
11555,DA65574B57996AB3C9215A06E78F6A97_no_good,0,simplyhired
11556,8DD5F9A21BDDA4C6882A9E302793AA20_,1,linkedin
11557,A544940C8CDA735ED37961DAB6864DC1_no_good,0,simplyhired
11558,BD57CC7112BA5F72AD15D115EFBE354F_no_good,0,simplyhired
11559,0E31A552F38E55F41C2CBD273CF86A67_,1,linkedin
11560,487F958650DEE2A62772F4EEEFE2C349_,0,google
11561,2300620CFA510F21F8A60EF9B5CB0011_,0,google
11562,7876066AAFB364A626EACF95C88B475A_,0,simplyhired
11563,2CC35A1F75EADE14C6912097B674D17B_no_good,1,simplyhired
11564,3777EBD094683FABBCBC0152F83DB742_,1,linkedin
11565,A051113B96FAC671F75C67A742293A05_,0,crypto
11566,EBA079D57301BB2D9E169D287A26A1DD_,1,cryptocurrencyjobs
11567,6DFAB9B01D0FC8BF95FD4239AA9A315A_no_good,1,simplyhired
11568,7459112EDB17452CBF38CA6EE7DEE7D6_,0,cryptocurrencyjobs
11569,58AD9C95BC46A7696F3CEA0A7CB4049C_,1,crypto
11570,14984DB1D441F98D6A2D2C842DF1B694_,1,monster
11571,44238A02F2921EC0F97D2198AAA0C305_,0,google
11572,3B7CF7DC803D26868EB6023035D6ADCC_,0,google
11573,58B4B15AD7327D705981924496A32AF0_,0,google
11574,C794442C264336AB7D2B8700EE1DD14A_,1,cryptocurrencyjobs
11575,1E5D40C24C9B063622E06C8501149FD2_,1,linkedin
11576,9C19B78BAB2C255701531485E1A7FF7B_no_good,0,simplyhired
11577,54C28EBF83BE09BC84334F4A31572F33_,1,linkedin
11578,AB7B63617EDDC833E2919A2791886592_no_good,1,simplyhired
11579,3E03D37C9860E0D6373D66A363C0CF9B_,1,crypto
11580,365F3B795119C9F6EF382302A28EF557_,1,linkedin
11581,FC7CBAFFA9A4744F67C0AE62E2EFBA51_no_good,1,simplyhired
11582,DA930153615252CE5D599FB1C0EB5EEA_,1,linkedin
11583,E863B59999B29F2F7C99078C836E59E4_,0,simplyhired
11584,6A76D13E596DEC64F5DC01CBD7A75827_,1,linkedin
11585,3654A7FE253864F470A927F817B7532E_,1,linkedin
11586,A2001AED8657D447E02597C7D3911CA1_,0,simplyhired
11587,2421C2995C079F56FDD7D72953A76190_no_good,0,simplyhired
11588,E203F6D1AE4F78BAD6FAB114F505D42F_,1,linkedin
11589,46F8ED66B178EED3A3400F2DA1755E34_,1,linkedin
11590,4CB1CCB6E0F27A494C14BEBC1A070668_,1,monster
11591,077D5C347196BE93A724D4FB41F2C310_,1,cryptocurrencyjobs
11592,79BD1D612DF176CF07ECF2BC82B6E1DC_,1,linkedin
11593,5B3B19A47166C93CD0C631DEEE903624_,1,blocktribe
11594,E9ED438C40204FCA182705AF4AE4E618_,1,linkedin
11595,4EFF7DF88DC46D2E6D43E11CB947608F_,1,linkedin
11596,6CB5A9236B2B4225F95A33D56DFD5945_,1,linkedin
11597,EEF60D860F1D49B91C466537C98C074E_,1,linkedin
11598,5448F2302EBF58BDDCE8966A91C2F2B8_,1,blocktribe
11599,B3AD578EEC5ACDFFE0D4A02FADFF4505_,1,linkedin
11600,987B571ED857303818C617C2FA0B2D37_,1,linkedin
11601,55D30A05BA2F21AED1148848A9C85AB4_no_good,0,simplyhired
11602,DAFC37125FA9732F328A06FC98F0A55F_,1,linkedin
11603,6C7F1E71F622BC74F0B2ABBCC2664BC4_,0,simplyhired
11604,3D3C98935234003727ABDF52EDC62B85_no_good,0,simplyhired
11605,F11C0ACEA193DACBD50D58A42EEA0F72_,0,cryptojobslist
11606,41AE8B5965E0FBB7BA4BC49E7698AFB2_,1,monster
11607,FBBDA01897CA68AD4F44D2871D14BE91_,1,simplyhired
11608,9F00F8E274B9FABE363C08B3924CC50F_,0,cryptocurrencyjobs
11609,CAB2AD9982E9196305F20EA176B9E5CF_,1,linkedin
11610,62DED0D11D501636EB8ED09CA44404D7_,0,google
11611,BFEB63F3DB73D445154B5F6A2E9B05AF_,1,crypto
11612,C495ED2771885D95C9687F24151C2613_,1,linkedin
11613,AAE0CEFF6C5164A680D5AB758189D69B_,1,linkedin
11614,5AAFC209A1A94917564DA86F1E1E22FD_no_good,0,simplyhired
11615,6D8AE5B93D0F24213BD8C25AC45A632B_,1,cryptocurrencyjobs
11616,BCAD413A0D523C847419BD7D81216D26_,1,monster
11617,2EAB988032D42DF29CF881C6BCE1159B_,1,linkedin
11618,B3B809FD76F5592A6D004D6A2C5EC9FF_,1,linkedin
11619,D75A10F307ADFB27BD2350314D49C7B1_,0,google
11620,E0150CC288B281EDE998AAE611D164F7_,0,google
11621,99BFEDCCF8E225CCC8504ADA65558BD5_no_good,0,simplyhired
11622,3107D0652E92B9BB2B56CA37B4881E11_,0,google
11623,F9EA025DEFFA8C6F69A0C19567C384C3_no_good,0,simplyhired
11624,258CF531720E708EEAD2155F6B045926_,1,monster
11625,94926DDE543EB29662C675492340E9E2_,0,simplyhired
11626,9C70C78E8F1A4AE799012DD49EED2EB0_,0,google
11627,C30DC61DF7A73836B3C2F7EFA61BAAB6_no_good,0,simplyhired
11628,DEE2A7CB07C5D7671B4E5A8B58BDAB23_,0,crypto
11629,B8D1B1244FB598FB11005775B02662C1_,1,monster
11630,B47671F69B548B33021350C5D2451DB2_no_good,1,simplyhired
11631,43578CC8ABF1F14A3A9EEBB0B3819A6F_,1,crypto
11632,C17B53B92F622210FBFBF195392CA9A7_,1,cryptocurrencyjobs
11633,52B7F2CC7699799AC206E71536A4BEED_,1,cryptocurrencyjobs
11634,7D7E1B0F057C9CEF8B141383F8EC3754_,0,simplyhired
11635,34C052FF747D1CED9D45DCDEF0F626A7_,1,linkedin
11636,7670F1395505A36393F5DCBA9469368A_,0,cryptojobslist
11637,8F1D0E60F6061C4F24E79745501630B5_,0,google
11638,AE2CDE10619092406C3E19DE710CFE93_,1,linkedin
11639,023CB15E615B8D999184FAA1E901F59F_no_good,1,simplyhired
11640,1C459346B62AAFA263FBDA6E5A4E9493_,1,monster
11641,FAC3B22E38556FE7A33DAA40725B18D3_,1,linkedin
11642,F4362209B8C88D212DD1BB5D3E0813DF_,1,linkedin
11643,57AB2D2A707B69071EA4FE5043ACA15E_,0,google
11644,ECD45B8049C1B62DE1AF0BAD64FC5A22_,0,google
11645,9C50438BFE66A41F495CDF196BB01523_,0,simplyhired
11646,293F71C2697D5A02768BD1CCF6B8301F_no_good,0,simplyhired
11647,E36779639E6B612DAF7D7E2EBB9DA5B9_,0,cryptocurrencyjobs
11648,C4C73BFA671C63B82EA410EFE21AC98C_no_good,0,simplyhired
11649,B306A4C78B0529BAB5310A74D548EA5D_,1,linkedin
11650,28E53550E3C8323B8F90866A3CCB09F6_,1,linkedin
11651,C27AE8EF4E424E19BEBC15B38B7EE923_no_good,0,simplyhired
11652,E58FA10F20CC33A72D7E12D20F6099EC_,1,linkedin
11653,40B9AA12C9586AB1856A9BE5D2DCAF4A_no_good,0,simplyhired
11654,8989FBD57FA23013C3B4E26B11EA89AD_,1,linkedin
11655,23B91458A41882D9755DC6EC779754E2_,1,cryptocurrencyjobs
11656,475C0776EAF22999C6FBBBB9316DDB0E_,0,google
11657,32B674DC94A4C30F14B466084E7C1160_,1,monster
11658,AF0B11DD1123705E5A3D9ECA8582D0C7_no_good,1,simplyhired
11659,1F235F7E02383FE903B79485006C0FE4_,1,linkedin
11660,92EE48EC01401E8E07EBBA23223D8E57_no_good,1,crypto
11661,A75F73A563D5F665F75EC478EF5A65FB_,1,linkedin
11662,5DBA4EE88332EC22EC75A806D7C3B10B_,1,cryptocurrencyjobs
11663,CDB6BB11F370DD98787624CB53B4D547_,0,cryptocurrencyjobs
11664,DF1D4F225B07E60F7562824A7D6E93A5_,1,linkedin
11665,1A9E8C57328BDFD0A4075980C0315BD8_,1,linkedin
11666,9EE9ABED3CCFB97B93D63C4C67917CF7_,1,linkedin
11667,2A7AC803EF3A8039BBB6E477D4E2B80F_,1,linkedin
11668,55364528B09198DBAEDB7237B3BA54AD_,1,crypto
11669,3E4F34E7F5ACE1F5EC4614018FD63D96_,0,cryptojobslist
11670,A7CE51B2748D3A3AA5D031AEC90C4227_,1,linkedin
11671,46911A8E2AC600BF38CC92653951811B_,1,linkedin
11672,10150685EE940DC32F31E4D3089C4133_,1,linkedin
11673,47B8859DCC6FE7079AE23321211F7CAF_,1,linkedin
11674,DE46D4BD12EA1D03D5D4EF40B1286969_,1,cryptocurrencyjobs
11675,DBD5B53433B8102C5B800294939323E2_,1,linkedin
11676,D17054FF02F4EDE02F9535F0DE2FB5B3_,1,cryptocurrencyjobs
11677,4EDE3F4303F92DDBD53E1F3BE3E61144_,1,linkedin
11678,2D6FB113C09A32599FA0A2BFE37CDE7F_no_good,0,simplyhired
11679,BEB316A46CF14DB996F89C00040B2845_no_good,0,simplyhired
11680,2EFBC194D399086EA487515E47472AF7_,0,simplyhired
11681,9CB890819668957C62E0E414BAC7B166_,1,linkedin
11682,A5551CFD96335A3412A7BE8B9D686021_,1,cryptocurrencyjobs
11683,054849DA671EAF8F340A8ABB7F1876D4_,1,cryptocurrencyjobs
11684,162DB739A647A51531C3B682B634B977_,0,google
11685,9F446F3D622E9049B1F928E948C78F6C_,1,cryptocurrencyjobs
11686,2FD6FA6B256A20B153789D4E7E9823DF_,1,linkedin
11687,BF896F8372582A08D84D0BA975EC2105_,1,cryptocurrencyjobs
11688,8D559A0503A0CF81C6E98CBACC15D985_,1,linkedin
11689,F72AF1DFC2A7A51CC8ADF93B17A0DC1E_,0,cryptojobslist
11690,C56DBB7717E635B65362A61BC27C3B7F_,0,google
11691,6F875BE1DA3DDC4AFD1D35F8C72D49FF_,1,linkedin
11692,28485433113664052D981EF1CC8AA779_no_good,0,simplyhired
11693,8F40812AA5C009EC180394B73759ADCD_,1,linkedin
11694,D9FDDE2092ED75C1CC11C3299621313C_,1,linkedin
11695,D59F37CB17F0EDDD9E10922C4BFEECF0_,1,linkedin
11696,3796D60A9432C0D6B16DD06A5730BE5B_,1,linkedin
11697,A41776F1BF31C0C591AC705CAFDFC5A7_,0,google
11698,B72C71085A3232AC51FE7F71538AC761_no_good,0,simplyhired
11699,443FC3CE4034630285C4B96717CDEAE7_,0,cryptocurrencyjobs
11700,C6A2B03520E24A9BAE5F3AF333063A0B_no_good,0,simplyhired
11701,3EC2EA89D3C344024F0EE29BFC0C65CA_,1,linkedin
11702,BE285D7D5E14FA4554E2CB27F39F3AD1_,1,linkedin
11703,60473BFFDE5B914EE26CBC7B2EB5FC4B_,1,linkedin
11704,DCB1E1C4A95434B54C61C20DB3656A3D_,0,google
11705,73660999D6A4D79FAB9E96441B1F567B_,0,google
11706,D072999C8DC74D3AB67739B7D31E94D1_no_good,1,monster
11707,4D610B7FFFB96ED58B805C638C067E14_,0,google
11708,017149F960C615FE340B47036DAC9FF9_,1,linkedin
11709,07BF6E566ED8A8B96922414C3AACB71F_,1,linkedin
11710,0D73DEF31EB99206B8E3C5BBB50E497D_,1,cryptocurrencyjobs
11711,E36F554FE5D85D09FBB0B8A10DB80650_,0,google
11712,81B807948AB6A468C23F99546B83346A_,1,linkedin
11713,2CEA15244C018CB14AFC9E8A6211560F_,1,linkedin
11714,61D0ADA4FD56D8BE28391BB4259F987D_,0,cryptocurrencyjobs
11715,A37C1422650A189BF576E85D4D174E52_,1,linkedin
11716,F79EEF137657F1493B199E0EA40D5DA3_,1,linkedin
11717,270A0F45B7FB1036E625B4EF4F65AC11_,1,monster
11718,1151E165C4DE4495F6A657FE4FB76F01_,1,linkedin
11719,A52C4D368317786C70635EA1C66C09A6_,1,linkedin
11720,5DBC97E4ADA158018B8D618A578B1391_,1,monster
11721,5A71CD33162C6DC61F9F9678EB18963E_no_good,1,simplyhired
11722,53DA495C394D56BA8BBE80E3DD4CA8DF_,1,cryptojobslist
11723,BF7C07DDDC05DCB617D00AADBB74CFBC_,1,linkedin
11724,FD40BE173788255475FFAE60D8085142_,1,crypto
11725,C0FA9AD4E84373DB973AFF886044EFEB_,0,google
11726,6EDBA0A94F46DCFA838018FCF9C95DA8_no_good,0,simplyhired
11727,BC7E031BBCF81CFB771671FDBA5866D8_no_good,0,simplyhired
11728,83F4742C67DED998CB0DBC906A713016_,1,linkedin
11729,7DF3222BB4BE33F894523084584FD409_,1,linkedin
11730,FB152BC76751198EA351C1FBA135F059_,0,simplyhired
11731,2C35B1342F681EC044EAFEA647CD70BA_,0,google
11732,D48B09B701E6AE5A75D0F6AFAFD35DFB_,0,cryptojobslist
11733,4E90DEBD7388C0588D3F085BE828BA69_,1,crypto
11734,9C67B7DDFB8D112382E94C87CAFC6755_,1,monster
11735,5C8AB436BDEC5013FAB37C4EE11BDC16_no_good,0,simplyhired
11736,F2FDF96E1215C35754CBD16D2631F01A_,1,linkedin
11737,807D55BC9A3C84D0A12A78EEB4FE93D0_,0,simplyhired
11738,49527117802C577312EABA0ECE1F62C5_no_good,0,simplyhired
11739,898F48B875BA8273154E3C0CB17DE939_,1,linkedin
11740,2260E1E2C571C5DD6710053A3193BAF6_,1,linkedin
11741,8D59656FF609E43F6B2B9DF061269467_,1,linkedin
11742,119EBFC1C6708244DA475765D6D5F428_,1,cryptocurrencyjobs
11743,951EEF5071EC58B2AE99ABBCEEB63949_no_good,0,simplyhired
11744,8C1AB605B1AF9BC89DC12AACE77AAD37_,1,glassdoor
11745,A97F80A140035BBDE570404D1A69F40F_,1,linkedin
11746,0C27C12EF9DD445DAEB3ABA318F11422_no_good,1,crypto
11747,E9ABAA8DE7A4343209BDE8C9DA63D784_,1,cryptocurrencyjobs
11748,D31B55441BB53A6D0B70E3BE1113107B_no_good,1,crypto
11749,E01F446D6FC555A2766504BE1269442B_,1,simplyhired
11750,3DEE2482ECDC879039340BB663669879_,1,linkedin
11751,15C59223972EE5672DFDEDD7739BB971_,0,google
11752,5E0BF23669E910595D744C1CECB53065_,1,linkedin
11753,57C21910B1F30D36AB9CEDA0F69554E2_,0,crypto
11754,0CD3CED401F0E24A334EACC2BF0667C9_,0,simplyhired
11755,8F1CB319801F2E854335FF75DB148EC5_,1,linkedin
11756,473E8F823D853F764D5E5F9842718DE9_,1,linkedin
11757,88E98678DDB91F219EF08F2E62A0EA99_,1,linkedin
11758,2BDA8090AE6B584718097DC443C259CC_no_good,0,simplyhired
11759,6917F921173E795A3270B4AF4FC51B9C_,1,linkedin
11760,4ABDE47B8FC2819E31D6406042967831_,1,cryptocurrencyjobs
11761,5745DC01E7ADA25F42E9771CD373B15D_,0,google
11762,D59444AD783C7C5A28077522B20A4709_,1,linkedin
11763,03776BF325663CB852852D86D2DD52BB_,1,linkedin
11764,9ADC4A63A9855D179159CC09F9EA9416_,1,linkedin
11765,372C9EE5056D0DA4F6C318BAB2AEB5F5_,0,google
11766,AC20D2A8076607148BAFF0B0F31EAF58_,1,linkedin
11767,F2D3AA2862A94DF5D61574096EEEBA96_,1,linkedin
11768,F2569DAB97A9DCDCE11F1ED3D7CF1707_,1,linkedin
11769,62DF8ED7EE5A1001D6D69B6734A5F33B_,1,linkedin
11770,D7F9F235C33414716EFB5587A23F7B90_,0,google
11771,E0D3EA482AD8368FA4FD0FA377EC9DEB_no_good,0,simplyhired
11772,A7A2ACE393E663A29F980BDAB60C275D_,0,monster
11773,4E5E185D4FDEC3D4851CC9001C05B021_,1,linkedin
11774,7532B313B22DF7766DFBCD3FAB058AFB_,0,simplyhired
11775,952F7E3D7092D38E3707E36CCD4E950A_,0,google
11776,00A1A6590E280EC30A85ABCEA71EC3F4_,1,linkedin
11777,306B1C936F879600B594FFFB6DC8C599_no_good,0,simplyhired
11778,BBF0BA440D2B5B5E7A389464F282CB7D_,1,linkedin
11779,ABB3B9D085686E102200407BDD0F1AB6_,1,linkedin
11780,E24C7B9A1B5153FB0ABB8641D4C4255A_,0,cryptojobslist
